sn,NP,bacteria,strain,NP_synthesis,drug,drug_dose_µg_disk,NP_concentration_µg_ml,NP_size_min_nm,NP_size_max_nm,NP_size_avg_nm,shape,method,ZOI_drug_mm_or_MIC _µg_ml,error_ZOI_drug_mm_or_MIC_µg_ml,ZOI_NP_mm_or_MIC_np_µg_ml,error_ZOI_NP_mm_or_MIC_np_µg_ml,ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,fold_increase_in_antibacterial_activity,zeta_potential_mV,MDR,FIC,effect,reference,doi,article_list,time_hr,coating_with_antimicrobial_peptide_polymers,combined_MIC,peptide_MIC,viability_%,viability_error,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
978,Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata,,,42.5,14.45,15.55,15.0,spherical,disc_diffusion,,,16.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
979,Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata,,,21.25,14.45,15.55,15.0,spherical,disc_diffusion,,,14.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
980,Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata,,,10.625,14.45,15.55,15.0,spherical,disc_diffusion,,,12.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
981,Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata,,,0.31,14.45,15.55,15.0,spherical,disc_diffusion,,,11.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
982,Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata,,,2.65,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
983,Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata,,,1.33,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
984,Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata,,,0.66,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
985,Ag,Candida albicans,,green_synthesis using Ulva fasciata,,,170.0,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
986,Ag,Candida albicans,,green_synthesis using Ulva fasciata,,,85.0,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
987,Ag,Candida albicans,,green_synthesis using Ulva fasciata,,,42.5,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
988,Ag,Candida albicans,,green_synthesis using Ulva fasciata,,,21.25,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
989,Ag,Candida albicans,,green_synthesis using Ulva fasciata,,,10.625,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
990,Ag,Candida albicans,,green_synthesis using Ulva fasciata,,,0.31,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
991,Ag,Candida albicans,,green_synthesis using Ulva fasciata,,,2.65,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
992,Ag,Candida albicans,,green_synthesis using Ulva fasciata,,,1.33,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
993,Ag,Candida albicans,,green_synthesis using Ulva fasciata,,,0.66,14.45,15.55,15.0,spherical,disc_diffusion,,,0.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
994,Ag,Escherichia coli,,green_synthesis using Ulva fasciata,Azithromycin,15.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,28.0,,,,41.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
995,Ag,Escherichia coli,,green_synthesis using Ulva fasciata,Gentamicin,10.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,31.0,,,,28.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
996,Ag,Escherichia coli,,green_synthesis using Ulva fasciata,Oxacillin,1.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,19.0,,,,20.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
997,Ag,Escherichia coli,,green_synthesis using Ulva fasciata,Cefotaxime,40.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,0.0,,,,34.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
998,Ag,Escherichia coli,,green_synthesis using Ulva fasciata,Neomycin,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,27.0,,,,25.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
999,Ag,Escherichia coli,,green_synthesis using Ulva fasciata,Ampicillin,20.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,30.0,,,,32.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1000,Ag,Escherichia coli,,green_synthesis using Ulva fasciata,Cefuroxime,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,0.0,,,,37.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1001,Ag,Escherichia coli,,green_synthesis using Ulva fasciata,Fosfomycin,50.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,0.0,,,,32.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1002,Ag,Escherichia coli,,green_synthesis using Ulva fasciata,Chloramphenicol,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,27.0,,,,36.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1003,Ag,Escherichia coli,,green_synthesis using Ulva fasciata,Tetracycline,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,22.0,,,,22.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1004,Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata,Azithromycin,15.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,27.0,,,,40.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1005,Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata,Gentamicin,10.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,27.0,,,,28.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1006,Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata,Oxacillin,1.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,33.0,,,,23.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1007,Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata,Cefotaxime,40.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,0.0,,,,24.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1008,Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata,Neomycin,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,30.0,,,,25.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1009,Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata,Ampicillin,20.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,25.0,,,,38.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1010,Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata,Cefuroxime,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,0.0,,,,22.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1011,Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata,Fosfomycin,50.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,0.0,,,,18.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1012,Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata,Chloramphenicol,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,29.0,,,,34.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1013,Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata,Tetracycline,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,32.0,,,,40.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1014,Ag,Salmonella enterica,,green_synthesis using Ulva fasciata,Azithromycin,15.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,20.0,,,,32.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1015,Ag,Salmonella enterica,,green_synthesis using Ulva fasciata,Gentamicin,10.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,17.0,,,,28.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1016,Ag,Salmonella enterica,,green_synthesis using Ulva fasciata,Oxacillin,1.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,0.0,,,,36.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1017,Ag,Salmonella enterica,,green_synthesis using Ulva fasciata,Cefotaxime,40.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,21.0,,,,28.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1018,Ag,Salmonella enterica,,green_synthesis using Ulva fasciata,Neomycin,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,14.0,,,,28.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1019,Ag,Salmonella enterica,,green_synthesis using Ulva fasciata,Ampicillin,20.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,22.0,,,,24.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1020,Ag,Salmonella enterica,,green_synthesis using Ulva fasciata,Cefuroxime,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,0.0,,,,25.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1021,Ag,Salmonella enterica,,green_synthesis using Ulva fasciata,Fosfomycin,50.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,0.0,,,,34.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1022,Ag,Salmonella enterica,,green_synthesis using Ulva fasciata,Chloramphenicol,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,27.0,,,,40.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1023,Ag,Salmonella enterica,,green_synthesis using Ulva fasciata,Tetracycline,30.0,170.0,14.45,15.55,15.0,spherical,disc_diffusion,20.0,,,,35.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,True
1800,Au,Staphylococcus epidermidis,73,green_synthesis from Bacillus sp.,Gentamycin,30.0,20.0,12,32.0,22.0,"spherical, triangular and hexagonal",disc_diffusion,26.0,,,,7.0,,,-15,,,,https://link.springer.com/article/10.1007/s13404-015-0162-4,10.1007/s13404-015-0162-4,43,24.0,,,,,,Gold Bulletin,Springer Science and Business Media LLC,2015,Effect of biofabricated gold nanoparticle-based antibiotic conjugates on minimum inhibitory concentration of bacterial isolates of clinical origin,False,True,hybrid,43_roshmi2015.pdf,1,data/pdfs/pdf_synergy/43_roshmi2015.pdf,True
1801,Au,Staphylococcus epidermidis,73,green_synthesis from Bacillus sp.,Ciprofloxacin,30.0,20.0,12,32.0,22.0,"spherical, triangular and hexagonal",disc_diffusion,35.0,,,,8.0,,,-15,,,,https://link.springer.com/article/10.1007/s13404-015-0162-4,10.1007/s13404-015-0162-4,43,24.0,,,,,,Gold Bulletin,Springer Science and Business Media LLC,2015,Effect of biofabricated gold nanoparticle-based antibiotic conjugates on minimum inhibitory concentration of bacterial isolates of clinical origin,False,True,hybrid,43_roshmi2015.pdf,1,data/pdfs/pdf_synergy/43_roshmi2015.pdf,True
