formula,activity,syngony,length,width,depth,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_max,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,pdf_file,pdf_downloaded
FeS,peroxidase,hexagonal,5,5,5,,7.67,mM,2.07e-07,m s−1,text,H2O2 + TMB,6.5,48.0,0.1,M,20.0,μg,4.6,40.0,10.1016/j.apcata.2012.01.025,J.APCATA.2012.01.025,0,"Synthesis and characterization of FeS nanoparticles obtained from a dithiocarboxylate precursor complex and their photocatalytic, electrocatalytic and biomimic peroxidase behavior",Applied Catalysis A: General,2012,data/pdfs/pdf_nanozymes/J.APCATA.2012.01.025.pdf,False
CdS,peroxidase,hexagonal,10,10,10,,0.0054,mM,,,text,TMB + H2O2,0.0,0.12,,,24.0,μg,4.0,40.0,10.1016/j.apcatb.2012.07.005,J.APCATB.2012.07.005,0,Single-source precursor approach for the preparation of CdS nanoparticles and their photocatalytic and intrinsic peroxidase like activity,Applied Catalysis B: Environmental,2012,data/pdfs/pdf_nanozymes/J.APCATB.2012.07.005.pdf,False
CdS,peroxidase,hexagonal,10,10,10,,6.54,mM,,,text,H2O2 + TMB,0.0,50.0,,,24.0,μg,4.0,40.0,10.1016/j.apcatb.2012.07.005,J.APCATB.2012.07.005,0,Single-source precursor approach for the preparation of CdS nanoparticles and their photocatalytic and intrinsic peroxidase like activity,Applied Catalysis B: Environmental,2012,data/pdfs/pdf_nanozymes/J.APCATB.2012.07.005.pdf,False
3CoV-400,peroxidase,orthorhombic,,,,,0.179,mM,57.8,10-8 M/s,si,TMB + H2O2,0.0,0.4,5.0,mM,50.0,μg/mL,4.0,,10.1016/j.apcatb.2019.118256,J.APCATB.2019.118256,0,Bifunctionalized novel Co-V MMO nanowires: Intrinsic oxidase and peroxidase like catalytic activities for antibacterial application,Applied Catalysis B: Environmental,2020,data/pdfs/pdf_nanozymes/J.APCATB.2019.118256.pdf,False
3CoV-400,peroxidase,orthorhombic,,,,,0.12,mM,5.3,10-8 M/s,si,H2O2 + TMB,0.0,4.0,0.05,mM,50.0,μg/mL,4.0,,10.1016/j.apcatb.2019.118256,J.APCATB.2019.118256,0,Bifunctionalized novel Co-V MMO nanowires: Intrinsic oxidase and peroxidase like catalytic activities for antibacterial application,Applied Catalysis B: Environmental,2020,data/pdfs/pdf_nanozymes/J.APCATB.2019.118256.pdf,False
3CoV-400,oxidase,orthorhombic,,,,,0.444,mM,9.5e-08,M/s,text,TMB,,,,,50.0,μg/mL,4.0,,10.1016/j.apcatb.2019.118256,J.APCATB.2019.118256,0,Bifunctionalized novel Co-V MMO nanowires: Intrinsic oxidase and peroxidase like catalytic activities for antibacterial application,Applied Catalysis B: Environmental,2020,data/pdfs/pdf_nanozymes/J.APCATB.2019.118256.pdf,False
5% CoO/CeO2,peroxidase,cubic,,,,,1.81,mM,,,text,TMB + H2O2,0.3,3.0,100.0,μM,0.25,mg,3.6,25.0,10.1016/j.apmt.2019.03.009,J.APMT.2019.03.009,1,Ordered mesoporous CoO/CeO2 heterostructures with highly crystallized walls and enhanced peroxidase-like bioactivity,Applied Materials Today,2019,data/pdfs/pdf_nanozymes/J.APMT.2019.03.009.pdf,False
5% CoO/CeO2,peroxidase,cubic,,,,,0.021,mM,,,text,H2O2 + TMB,0.0,0.13,3.0,mM,0.25,mg,3.6,25.0,10.1016/j.apmt.2019.03.009,J.APMT.2019.03.009,1,Ordered mesoporous CoO/CeO2 heterostructures with highly crystallized walls and enhanced peroxidase-like bioactivity,Applied Materials Today,2019,data/pdfs/pdf_nanozymes/J.APMT.2019.03.009.pdf,False
Co3O4,peroxidase,cubic,4900,600,600,,0.079,mM,,,text,H2O2 + TMB,,,,,36.0,μg,4.0,40.0,10.1016/j.apsusc.2016.12.067,J.APSUSC.2016.12.067,0,Co 3 O 4 mirobelts: Preparation with the electrospinning technique and its investigation in peroxidase-like activity,Applied Surface Science,2017,data/pdfs/pdf_nanozymes/J.APSUSC.2016.12.067.pdf,False
Co3O4,peroxidase,cubic,4900,600,600,,0.015,mM,,,text,TMB + H2O2,,,,,36.0,μg,4.0,40.0,10.1016/j.apsusc.2016.12.067,J.APSUSC.2016.12.067,0,Co 3 O 4 mirobelts: Preparation with the electrospinning technique and its investigation in peroxidase-like activity,Applied Surface Science,2017,data/pdfs/pdf_nanozymes/J.APSUSC.2016.12.067.pdf,False
Co3O4,peroxidase,cubic,4900,600,600,,0.091,mM,,,text,H2O2 + TMB,,,,,36.0,μg,4.0,40.0,10.1016/j.apsusc.2016.12.067,J.APSUSC.2016.12.067,0,Co 3 O 4 mirobelts: Preparation with the electrospinning technique and its investigation in peroxidase-like activity,Applied Surface Science,2017,data/pdfs/pdf_nanozymes/J.APSUSC.2016.12.067.pdf,False
Co3O4,peroxidase,cubic,4900,600,600,,0.013,mM,,,text,TMB + H2O2,,,,,36.0,μg,4.0,40.0,10.1016/j.apsusc.2016.12.067,J.APSUSC.2016.12.067,0,Co 3 O 4 mirobelts: Preparation with the electrospinning technique and its investigation in peroxidase-like activity,Applied Surface Science,2017,data/pdfs/pdf_nanozymes/J.APSUSC.2016.12.067.pdf,False
Co3O4,peroxidase,cubic,4900,600,600,,0.0262,mM,,,text,H2O2 + TMB,,,,,36.0,μg,4.0,40.0,10.1016/j.apsusc.2016.12.067,J.APSUSC.2016.12.067,0,Co 3 O 4 mirobelts: Preparation with the electrospinning technique and its investigation in peroxidase-like activity,Applied Surface Science,2017,data/pdfs/pdf_nanozymes/J.APSUSC.2016.12.067.pdf,False
Co3O4,peroxidase,cubic,4900,600,600,,0.012,mM,,,text,TMB + H2O2,,,,,36.0,μg,4.0,40.0,10.1016/j.apsusc.2016.12.067,J.APSUSC.2016.12.067,0,Co 3 O 4 mirobelts: Preparation with the electrospinning technique and its investigation in peroxidase-like activity,Applied Surface Science,2017,data/pdfs/pdf_nanozymes/J.APSUSC.2016.12.067.pdf,False
Pt/CeO2,peroxidase,,,,,,0.408,mM,0.884,μM·s−1,text,TMB + H2O2,0.0,0.5,5.0,mM,100.0,μg/mL,5.0,25.0,10.1016/j.apsusc.2019.02.135,J.APSUSC.2019.02.135,0,Sensitive colorimetric detection of ascorbic acid using Pt/CeO2 nanocomposites as peroxidase mimics,Applied Surface Science,2019,data/pdfs/pdf_nanozymes/J.APSUSC.2019.02.135.pdf,False
Pt/CeO2,peroxidase,,,,,,16.18,mM,1.082,μM·s−1,text,H2O2 + TMB,0.0,20.0,0.3,mM,100.0,μg/mL,5.0,25.0,10.1016/j.apsusc.2019.02.135,J.APSUSC.2019.02.135,0,Sensitive colorimetric detection of ascorbic acid using Pt/CeO2 nanocomposites as peroxidase mimics,Applied Surface Science,2019,data/pdfs/pdf_nanozymes/J.APSUSC.2019.02.135.pdf,False
CuO/Pt,peroxidase,,300–350,300–350,300–350,,0.33,mM,27.86,10−8 M S−1,text,TMB + H2O2,0.1,1.8,6.0,mM,0.1,mM,4.0,35.0,10.1016/j.apsusc.2019.03.337,J.APSUSC.2019.03.337,0,Enhanced peroxidase-like activity of CuO/Pt nanoflowers for colorimetric and ultrasensitive Hg2+ detection in water sample,Applied Surface Science,2019,data/pdfs/pdf_nanozymes/J.APSUSC.2019.03.337.pdf,False
CuO/Pt,peroxidase,,300–350,300–350,300–350,,0.75,mM,12.88,10−8 M S−1,text,H2O2 + TMB,0.25,6.0,0.5,mM,0.1,mM,4.0,35.0,10.1016/j.apsusc.2019.03.337,J.APSUSC.2019.03.337,0,Enhanced peroxidase-like activity of CuO/Pt nanoflowers for colorimetric and ultrasensitive Hg2+ detection in water sample,Applied Surface Science,2019,data/pdfs/pdf_nanozymes/J.APSUSC.2019.03.337.pdf,False
Fe3O4,peroxidase,cubic,,,,,0.0003,mM,0.0027,M/S,text,TMB + H2O2,0.0,0.8,,,,,,,10.1016/j.apsusc.2023.157185,J.APSUSC.2023.157185,0,A novel Fe3O4/CuOx nanozyme: Intrinsic peroxidase-like activity to kill bacteria and sterilize wounds,Applied Surface Science,2023,data/pdfs/pdf_nanozymes/J.APSUSC.2023.157185.pdf,False
Fe3O4,peroxidase,cubic,,,,,1.281,mM,0.0859,M/S,text,H2O2 + TMB,0.0,100.0,,,,,,,10.1016/j.apsusc.2023.157185,J.APSUSC.2023.157185,0,A novel Fe3O4/CuOx nanozyme: Intrinsic peroxidase-like activity to kill bacteria and sterilize wounds,Applied Surface Science,2023,data/pdfs/pdf_nanozymes/J.APSUSC.2023.157185.pdf,False
Fe3O4/CuOx,peroxidase,,,,,,0.0012,mM,0.0251,M/S,text,TMB + H2O2,0.0,0.8,,,,,,,10.1016/j.apsusc.2023.157185,J.APSUSC.2023.157185,0,A novel Fe3O4/CuOx nanozyme: Intrinsic peroxidase-like activity to kill bacteria and sterilize wounds,Applied Surface Science,2023,data/pdfs/pdf_nanozymes/J.APSUSC.2023.157185.pdf,False
Fe3O4/CuOx,peroxidase,,,,,,0.03,mM,0.0123,M/S,text,H2O2 + TMB,0.0,100.0,,,,,,,10.1016/j.apsusc.2023.157185,J.APSUSC.2023.157185,0,A novel Fe3O4/CuOx nanozyme: Intrinsic peroxidase-like activity to kill bacteria and sterilize wounds,Applied Surface Science,2023,data/pdfs/pdf_nanozymes/J.APSUSC.2023.157185.pdf,False
Se,oxidase,,40,40,40,BSA,0.859,mM,0.32,μM∙min−1,text,TMB,0.0,0.8,,,0.125,mM,4.0,25.0,10.1016/j.bej.2019.107384,J.BEJ.2019.107384,0,Enhanced oxidase-like activity of selenium nanoparticles stabilized by chitosan and application in a facile colorimetric assay for mercury (II),Biochemical Engineering Journal,2019,data/pdfs/pdf_nanozymes/J.BEJ.2019.107384.pdf,False
Se,oxidase,,70,70,70,chitosan,0.852,mM,1.43,μM∙min−1,text,TMB,0.0,0.9,,,0.15,mM,3.5,25.0,10.1016/j.bej.2019.107384,J.BEJ.2019.107384,0,Enhanced oxidase-like activity of selenium nanoparticles stabilized by chitosan and application in a facile colorimetric assay for mercury (II),Biochemical Engineering Journal,2019,data/pdfs/pdf_nanozymes/J.BEJ.2019.107384.pdf,False
iron oxide,peroxidase,,,,,citrate,0.24,mM,1.7,10-7 M/s,text,TMB + H2O2,0.0,3.0,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,citrate,0.73,mM,1.45,10-7 M/s,text,ABTS + H2O2,0.0,2.5,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,carboxymethyl dextran,0.3,mM,1.25,10-7 M/s,text,TMB + H2O2,0.0,3.0,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,carboxymethyl dextran,0.81,mM,1.15,10-7 M/s,text,ABTS + H2O2,0.0,2.5,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,heparin,0.22,mM,2.4,10-7 M/s,text,TMB + H2O2,0.0,3.0,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,heparin,0.96,mM,0.52,10-7 M/s,text,ABTS + H2O2,0.0,2.5,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,glycine,0.55,mM,0.96,10-7 M/s,text,TMB + H2O2,0.0,3.0,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,glycine,0.2,mM,2.97,10-7 M/s,text,ABTS + H2O2,0.0,2.5,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,polylysine,0.69,mM,0.46,10-7 M/s,text,TMB + H2O2,0.0,3.0,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,polylysine,0.19,mM,4.5,10-7 M/s,text,ABTS + H2O2,0.0,2.5,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,polyethyleneimine,0.71,mM,0.42,10-7 M/s,text,TMB + H2O2,0.0,3.0,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
iron oxide,peroxidase,,,,,polyethyleneimine,0.12,mM,6.1,10-7 M/s,text,ABTS + H2O2,0.0,2.5,530.0,mmol/L,0.35,mg Fe/mL,7.4,25.0,10.1016/j.biomaterials.2009.05.005,J.BIOMATERIALS.2009.05.005,1,The artificial peroxidase activity of magnetic iron oxide nanoparticles and its application to glucose detection,Biomaterials,2009,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2009.05.005.pdf,False
Au@Pt 0.17,oxidase,,,,,PSS,0.006,mM,26.2,nM s-1,text,TMB,,,,,0.05,nM,4.5,30.0,10.1016/j.biomaterials.2010.09.040,J.BIOMATERIALS.2010.09.040,0,Au@Pt nanostructures as oxidase and peroxidase mimetics for use in immunoassays,Biomaterials,2011,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2010.09.040.pdf,False
Au@Pt 0.25,oxidase,,,,,PSS,0.013,mM,25.0,nM s-1,text,TMB,,,,,0.0125,nM,4.5,30.0,10.1016/j.biomaterials.2010.09.040,J.BIOMATERIALS.2010.09.040,0,Au@Pt nanostructures as oxidase and peroxidase mimetics for use in immunoassays,Biomaterials,2011,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2010.09.040.pdf,False
Au@Pt 0.17,peroxidase,,,,,PSS,0.0095,mM,102.0,nM s-1,text,TMB + H2O2,,,20.0,mM,0.05,nM,4.5,30.0,10.1016/j.biomaterials.2010.09.040,J.BIOMATERIALS.2010.09.040,0,Au@Pt nanostructures as oxidase and peroxidase mimetics for use in immunoassays,Biomaterials,2011,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2010.09.040.pdf,False
Au@Pt 0.25,peroxidase,,,,,PSS,0.027,mM,181.0,nM s-1,text,TMB + H2O2,,,20.0,mM,0.0125,nM,4.5,30.0,10.1016/j.biomaterials.2010.09.040,J.BIOMATERIALS.2010.09.040,0,Au@Pt nanostructures as oxidase and peroxidase mimetics for use in immunoassays,Biomaterials,2011,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2010.09.040.pdf,False
Pt,peroxidase,cubic,1.87,1.87,1.87,apoferritin,0.22,mM,0.000558,mMs-1,text,TMB + H2O2,,,,,15.0,μg,4.0,37.0,10.1016/j.biomaterials.2010.11.004,J.BIOMATERIALS.2010.11.004,0,Direct evidence for catalase and peroxidase activities of ferritinâ€“platinum nanoparticles,Biomaterials,2011,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2010.11.004.pdf,False
Pt,peroxidase,cubic,1.87,1.87,1.87,apoferritin,187.25,mM,0.32,mMs-1,text,TMB + H2O2,,,,,15.0,μg,4.0,37.0,10.1016/j.biomaterials.2010.11.004,J.BIOMATERIALS.2010.11.004,0,Direct evidence for catalase and peroxidase activities of ferritinâ€“platinum nanoparticles,Biomaterials,2011,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2010.11.004.pdf,False
Pt,catalase,cubic,1.87,1.87,1.87,apoferritin,420.6,mM,0.84,mMs-1,text,H2O2,,,,,,,7.4,37.0,10.1016/j.biomaterials.2010.11.004,J.BIOMATERIALS.2010.11.004,0,Direct evidence for catalase and peroxidase activities of ferritinâ€“platinum nanoparticles,Biomaterials,2011,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2010.11.004.pdf,False
CeO2,peroxidase,cubic,60,8,8,,0.147,mM,0.062,mM/s,text,TMB + H2O2,0.0,2.0,100.0,mM,0.2,μg/mL,4.0,25.0,10.1016/j.biomaterials.2015.04.039,J.BIOMATERIALS.2015.04.039,0,Highly sensitive and robust peroxidase-like activity of porous nanorods of ceria and their application for breast cancer detection,Biomaterials,2015,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2015.04.039.pdf,False
CeO2,peroxidase,cubic,60,8,8,,293.0,mM,0.038,mM/s,text,H2O2 + TMB,0.0,100.0,0.8,mM,0.2,μg/mL,4.0,25.0,10.1016/j.biomaterials.2015.04.039,J.BIOMATERIALS.2015.04.039,0,Highly sensitive and robust peroxidase-like activity of porous nanorods of ceria and their application for breast cancer detection,Biomaterials,2015,data/pdfs/pdf_nanozymes/J.BIOMATERIALS.2015.04.039.pdf,False
Au,peroxidase,,,,,BSA,0.00253,mM,6.23,10-8 M S-1,text,TMB + H2O2,0.0,0.6,,,0.05,nM,3.0,40.0,10.1016/j.bios.2011.02.014,J.BIOS.2011.02.014,0,BSA-stabilized Au clusters as peroxidase mimetics for use in xanthine detection,Biosensors and Bioelectronics,2011,data/pdfs/pdf_nanozymes/J.BIOS.2011.02.014.pdf,False
Au,peroxidase,,,,,BSA,25.3,mM,7.21,10-8 M S-1,text,H2O2 + TMB,0.0,300.0,,,0.05,nM,3.0,40.0,10.1016/j.bios.2011.02.014,J.BIOS.2011.02.014,0,BSA-stabilized Au clusters as peroxidase mimetics for use in xanthine detection,Biosensors and Bioelectronics,2011,data/pdfs/pdf_nanozymes/J.BIOS.2011.02.014.pdf,False
WC,peroxidase,hexagonal,150–200,30–50,30–50,,0.274,mM,6.81,10-8 M s-1,text,TMB + H2O2,0.0,0.8,0.4,M,0.02,mg mL−1,4.0,,10.1016/j.bios.2013.11.040,J.BIOS.2013.11.040,1,Novel tungsten carbide nanorods: An intrinsic peroxidase mimetic with high activity and stability in aqueous and organic solvents,Biosensors and Bioelectronics,2014,data/pdfs/pdf_nanozymes/J.BIOS.2013.11.040.pdf,False
WC,peroxidase,hexagonal,150–200,30–50,30–50,,119.6,mM,7.16,10-8 M s-1,text,H2O2 + TMB,0.0,800.0,0.6,M,0.02,mg mL−1,4.0,,10.1016/j.bios.2013.11.040,J.BIOS.2013.11.040,1,Novel tungsten carbide nanorods: An intrinsic peroxidase mimetic with high activity and stability in aqueous and organic solvents,Biosensors and Bioelectronics,2014,data/pdfs/pdf_nanozymes/J.BIOS.2013.11.040.pdf,False
WS2,peroxidase,hexagonal,40-150,40-150,40-150,,1.83,mM,4.31e-08,M/s,si,TMB + H2O2,0.4,2.2,0.14,mM,2.6,mg/mL,6.9,60.0,10.1016/j.bios.2014.07.001,J.BIOS.2014.07.001,0,Visual detection of blood glucose based on peroxidase-like activity of WS2 nanosheets,Biosensors and Bioelectronics,2014,data/pdfs/pdf_nanozymes/J.BIOS.2014.07.001.pdf,False
WS2,peroxidase,hexagonal,40-150,40-150,40-150,,0.24,mM,4.52e-08,M/s,si,H2O2 + TMB,0.0,0.5,1.2,mM,2.6,mg/mL,6.9,60.0,10.1016/j.bios.2014.07.001,J.BIOS.2014.07.001,0,Visual detection of blood glucose based on peroxidase-like activity of WS2 nanosheets,Biosensors and Bioelectronics,2014,data/pdfs/pdf_nanozymes/J.BIOS.2014.07.001.pdf,False
MgFe2O4,peroxidase,,220,220,220,,0.67,mM,2.09e-08,M s-1,text,TMB + H2O2,,,,,0.04,μg mL−1,4.0,45.0,10.1016/j.bios.2014.07.048,J.BIOS.2014.07.048,0,"The peroxidase/catalase-like activities of MFe 2 O 4 (M=Mg, Ni, Cu) MNPs and their application in colorimetric biosensing of glucose",Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.07.048.pdf,False
MgFe2O4,peroxidase,,220,220,220,,0.14,mM,1.254e-07,M s-1,text,ABTS + H2O2,0.28,0.4,12.0,mM,0.04,μg mL−1,4.0,45.0,10.1016/j.bios.2014.07.048,J.BIOS.2014.07.048,0,"The peroxidase/catalase-like activities of MFe 2 O 4 (M=Mg, Ni, Cu) MNPs and their application in colorimetric biosensing of glucose",Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.07.048.pdf,False
MgFe2O4,peroxidase,,220,220,220,,4.61,mM,1.346e-07,M s-1,text,H2O2 + ABTS,0.0,20.0,400.0,μM,0.04,μg mL−1,4.0,45.0,10.1016/j.bios.2014.07.048,J.BIOS.2014.07.048,0,"The peroxidase/catalase-like activities of MFe 2 O 4 (M=Mg, Ni, Cu) MNPs and their application in colorimetric biosensing of glucose",Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.07.048.pdf,False
NiFe2O4,peroxidase,,200,200,200,,0.55,mM,4.57e-08,M s-1,text,TMB + H2O2,,,,,0.04,μg mL−1,4.0,45.0,10.1016/j.bios.2014.07.048,J.BIOS.2014.07.048,0,"The peroxidase/catalase-like activities of MFe 2 O 4 (M=Mg, Ni, Cu) MNPs and their application in colorimetric biosensing of glucose",Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.07.048.pdf,False
NiFe2O4,peroxidase,,200,200,200,,0.46,mM,1.748e-07,M s-1,text,ABTS + H2O2,0.28,0.4,12.0,mM,0.04,μg mL−1,4.0,45.0,10.1016/j.bios.2014.07.048,J.BIOS.2014.07.048,0,"The peroxidase/catalase-like activities of MFe 2 O 4 (M=Mg, Ni, Cu) MNPs and their application in colorimetric biosensing of glucose",Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.07.048.pdf,False
NiFe2O4,peroxidase,,200,200,200,,2.6,mM,1.411e-07,M s-1,text,H2O2 + ABTS,0.0,20.0,400.0,μM,0.04,μg mL−1,4.0,45.0,10.1016/j.bios.2014.07.048,J.BIOS.2014.07.048,0,"The peroxidase/catalase-like activities of MFe 2 O 4 (M=Mg, Ni, Cu) MNPs and their application in colorimetric biosensing of glucose",Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.07.048.pdf,False
NiO,peroxidase,cubic,65,32,32,Tetrakis(4-carboxyphenyl)porphine,1.14e-05,M,4.82e-07,M s-1,si,TMB + H2O2,0.0,0.06,25.0,mM,0.04,mg mL−1,3.8,45.0,10.1016/j.bios.2014.08.062,J.BIOS.2014.08.062,0,"NiO nanoparticles modified with 5,10,15,20-tetrakis(4-carboxyl pheyl)-porphyrin: Promising peroxidase mimetics for H2O2 and glucose detection",Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.08.062.pdf,False
NiO,peroxidase,cubic,65,32,32,Tetrakis(4-carboxyphenyl)porphine,0.0391,M,1.38e-08,M s-1,si,H2O2 + TMB,10.0,125.0,0.05,mM,0.04,mg mL−1,3.8,45.0,10.1016/j.bios.2014.08.062,J.BIOS.2014.08.062,0,"NiO nanoparticles modified with 5,10,15,20-tetrakis(4-carboxyl pheyl)-porphyrin: Promising peroxidase mimetics for H2O2 and glucose detection",Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.08.062.pdf,False
NiO,peroxidase,cubic,65,32,32,,6.66e-06,M,2.67e-09,M s-1,si,TMB + H2O2,0.0,0.06,25.0,mM,0.04,mg mL−1,3.8,40.0,10.1016/j.bios.2014.08.062,J.BIOS.2014.08.062,0,"NiO nanoparticles modified with 5,10,15,20-tetrakis(4-carboxyl pheyl)-porphyrin: Promising peroxidase mimetics for H2O2 and glucose detection",Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.08.062.pdf,False
NiO,peroxidase,cubic,65,32,32,,0.208,M,1.32e-08,M s-1,si,H2O2 + TMB,10.0,250.0,0.05,mM,0.04,mg mL−1,3.8,40.0,10.1016/j.bios.2014.08.062,J.BIOS.2014.08.062,0,"NiO nanoparticles modified with 5,10,15,20-tetrakis(4-carboxyl pheyl)-porphyrin: Promising peroxidase mimetics for H2O2 and glucose detection",Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.08.062.pdf,False
Au,peroxidase,,2,2,2,apoferritin,0.097,mM,7.46,10-8 Ms-1,si,TMB + H2O2,0.0,0.8,100.0,mM,0.58,mg mL−1,3.0,45.0,10.1016/j.bios.2014.08.078,J.BIOS.2014.08.078,0,Peroxidase-like activity of apoferritin paired gold clusters for glucose detection,Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.08.078.pdf,False
Au,peroxidase,,2,2,2,apoferritin,199.4,mM,9.34,10-8 Ms-1,si,H2O2 + TMB,0.0,600.0,0.3,mM,0.58,mg mL−1,3.0,45.0,10.1016/j.bios.2014.08.078,J.BIOS.2014.08.078,0,Peroxidase-like activity of apoferritin paired gold clusters for glucose detection,Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.08.078.pdf,False
Pt,peroxidase,,2,2,2,BSA,0.119,mM,,,text,TMB + H2O2,0.0,0.4,125.0,mM,,,4.0,25.0,10.1016/j.bios.2014.11.032,J.BIOS.2014.11.032,0,BSA-stabilized Pt nanozyme for peroxidase mimetics and its application on colorimetric detection of mercury(II) ions,Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.11.032.pdf,False
