sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
2121,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,0.31,14.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2122,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,2.65,13.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2123,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,1.33,11.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2124,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,0.66,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2125,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,170.0,27.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2126,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,85.0,22.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2127,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,42.5,19.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2128,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,21.25,15.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2129,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,10.625,14.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2130,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,0.31,13.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2131,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,2.65,11.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2132,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,1.33,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2133,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,0.66,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2134,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,170.0,20.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2135,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,85.0,18.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2136,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,42.5,16.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2137,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,21.25,14.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2138,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,10.625,12.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2139,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,0.31,11.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2140,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,2.65,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2141,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,1.33,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2142,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,0.66,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2143,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,170.0,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2144,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,85.0,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2145,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,42.5,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2146,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,21.25,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2147,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,10.625,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2148,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,0.31,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2149,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,2.65,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2150,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,1.33,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2151,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,0.66,0.0,14.45,15.55,15.0,spherical,18.0,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,True
2152,Pt,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 916056),ZOI,,225.0,12.0,4.0,4.0,4.0,spherical,18.0,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1,data/pdfs/pdf_seltox/29_10.3390@polym13040659.pdf,False
2153,Pt,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 916056),ZOI,,250.0,11.0,4.0,4.0,4.0,spherical,18.0,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1,data/pdfs/pdf_seltox/29_10.3390@polym13040659.pdf,False
2154,Pt,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 916056),ZOI,,100.0,0.0,4.0,4.0,4.0,spherical,18.0,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1,data/pdfs/pdf_seltox/29_10.3390@polym13040659.pdf,False
2155,Ag,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 730785),ZOI,,20.0,10.0,10.0,10.0,10.0,triangular,18.0,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1,data/pdfs/pdf_seltox/29_10.3390@polym13040659.pdf,False
2156,Ag,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 730785),ZOI,,20.0,10.0,40.0,40.0,40.0,triangular,18.0,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1,data/pdfs/pdf_seltox/29_10.3390@polym13040659.pdf,False
2157,ZnO,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 721077),ZOI,,210000.0,37.0,100.0,100.0,100.0,spherical,18.0,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1,data/pdfs/pdf_seltox/29_10.3390@polym13040659.pdf,False
2158,ZnO,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 721077),ZOI,,105000.0,15.0,100.0,100.0,100.0,spherical,18.0,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1,data/pdfs/pdf_seltox/29_10.3390@polym13040659.pdf,False
2159,TiO2,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 637262),ZOI,,330000.0,0.0,100.0,100.0,100.0,spherical,18.0,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1,data/pdfs/pdf_seltox/29_10.3390@polym13040659.pdf,False
2160,Al2O3,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 769290),ZOI,,200000.0,0.0,100.0,100.0,100.0,rod-shaped,18.0,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1,data/pdfs/pdf_seltox/29_10.3390@polym13040659.pdf,False
2161,ZrO2,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 544760),ZOI,,50000.0,0.0,100.0,100.0,100.0,tetragonal,18.0,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1,data/pdfs/pdf_seltox/29_10.3390@polym13040659.pdf,False
2162,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,2.0,17.0,13.0,13.0,13.0,nanoplates,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",False,False,closed,206_1-s2.0-S1387700322011807-main.pdf,0,data/pdfs/pdf_seltox/206_1-s2.0-S1387700322011807-main.pdf,False
2163,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,4.0,13.0,46.8,46.8,46.8,nanoplates,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",False,False,closed,206_1-s2.0-S1387700322011807-main.pdf,0,data/pdfs/pdf_seltox/206_1-s2.0-S1387700322011807-main.pdf,False
2164,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,6.0,14.0,51.3,51.3,51.3,nanoplates,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",False,False,closed,206_1-s2.0-S1387700322011807-main.pdf,0,data/pdfs/pdf_seltox/206_1-s2.0-S1387700322011807-main.pdf,False
2165,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,8.0,15.0,51.9,51.9,51.9,nanoplates,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",False,False,closed,206_1-s2.0-S1387700322011807-main.pdf,0,data/pdfs/pdf_seltox/206_1-s2.0-S1387700322011807-main.pdf,False
2166,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,10.0,14.0,110.2,110.2,110.2,nanoplates,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",False,False,closed,206_1-s2.0-S1387700322011807-main.pdf,0,data/pdfs/pdf_seltox/206_1-s2.0-S1387700322011807-main.pdf,False
2167,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,100.0,17.0,304.0,304.0,304.0,nanoplates,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",False,False,closed,206_1-s2.0-S1387700322011807-main.pdf,0,data/pdfs/pdf_seltox/206_1-s2.0-S1387700322011807-main.pdf,False
2168,CuO,0,Bacillus subtilis,0,,chemical_synthesis using sodium borohydride,ZOI,,2.0,19.0,15.8,15.8,15.8,snowflake,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",False,False,closed,206_1-s2.0-S1387700322011807-main.pdf,0,data/pdfs/pdf_seltox/206_1-s2.0-S1387700322011807-main.pdf,False
2169,CuO,0,Bacillus subtilis,0,,chemical_synthesis using sodium borohydride,ZOI,,4.0,17.0,25.9,25.9,25.9,snowflake,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",False,False,closed,206_1-s2.0-S1387700322011807-main.pdf,0,data/pdfs/pdf_seltox/206_1-s2.0-S1387700322011807-main.pdf,False
2170,CuO,0,Bacillus subtilis,0,,chemical_synthesis using sodium borohydride,ZOI,,6.0,19.0,37.1,37.1,37.1,snowflake,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",False,False,closed,206_1-s2.0-S1387700322011807-main.pdf,0,data/pdfs/pdf_seltox/206_1-s2.0-S1387700322011807-main.pdf,False
2171,CuO,0,Bacillus subtilis,0,,chemical_synthesis using sodium borohydride,ZOI,,8.0,17.0,41.9,41.9,41.9,snowflake,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",False,False,closed,206_1-s2.0-S1387700322011807-main.pdf,0,data/pdfs/pdf_seltox/206_1-s2.0-S1387700322011807-main.pdf,False
