sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
2646,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,12,10.0,MTT,TetrazoliumSalt,100.0,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2647,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,12,20.0,MTT,TetrazoliumSalt,97.039,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2648,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,12,50.0,MTT,TetrazoliumSalt,99.013,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2649,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,12,100.0,MTT,TetrazoliumSalt,97.039,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2650,MgO,Sphere,,Commercial,Positive,639.0,11.6,50000.0,H,Human,Heart,Epithelial,Adult,24,0.001,MTT,TetrazoliumSalt,99.016,10.1007/s10565-011-9191-9,82,,39.2,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2651,MgO,Sphere,,Commercial,Positive,639.0,11.6,50000.0,H,Human,Heart,Epithelial,Adult,24,0.01,MTT,TetrazoliumSalt,98.361,10.1007/s10565-011-9191-9,82,,39.2,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2652,MgO,Sphere,,Commercial,Positive,639.0,11.6,50000.0,H,Human,Heart,Epithelial,Adult,24,0.1,MTT,TetrazoliumSalt,98.361,10.1007/s10565-011-9191-9,82,,39.2,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2653,MgO,Sphere,,Commercial,Positive,639.0,11.6,50000.0,H,Human,Heart,Epithelial,Adult,24,1.0,MTT,TetrazoliumSalt,95.41,10.1007/s10565-011-9191-9,82,,39.2,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2654,MgO,Sphere,,Commercial,Positive,639.0,11.6,50000.0,H,Human,Heart,Epithelial,Adult,24,5.0,MTT,TetrazoliumSalt,87.213,10.1007/s10565-011-9191-9,82,,39.2,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2655,MgO,Sphere,,Commercial,Positive,639.0,11.6,50000.0,H,Human,Heart,Epithelial,Adult,24,10.0,MTT,TetrazoliumSalt,85.246,10.1007/s10565-011-9191-9,82,,39.2,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2656,MgO,Sphere,,Commercial,Positive,639.0,11.6,50000.0,H,Human,Heart,Epithelial,Adult,24,20.0,MTT,TetrazoliumSalt,82.295,10.1007/s10565-011-9191-9,82,,39.2,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2657,MgO,Sphere,,Commercial,Positive,639.0,11.6,50000.0,H,Human,Heart,Epithelial,Adult,24,50.0,MTT,TetrazoliumSalt,72.131,10.1007/s10565-011-9191-9,82,,39.2,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2658,MgO,Sphere,,Commercial,Positive,639.0,11.6,50000.0,H,Human,Heart,Epithelial,Adult,24,100.0,MTT,TetrazoliumSalt,62.623,10.1007/s10565-011-9191-9,82,,39.2,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2659,Al2O3,Sphere,,Commercial,Positive,267.0,36.3,50000.0,H,Human,Heart,Epithelial,Adult,24,0.001,MTT,TetrazoliumSalt,92.459,10.1007/s10565-011-9191-9,82,,39.7,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2660,Al2O3,Sphere,,Commercial,Positive,267.0,36.3,50000.0,H,Human,Heart,Epithelial,Adult,24,0.01,MTT,TetrazoliumSalt,96.066,10.1007/s10565-011-9191-9,82,,39.7,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2661,Al2O3,Sphere,,Commercial,Positive,267.0,36.3,50000.0,H,Human,Heart,Epithelial,Adult,24,0.1,MTT,TetrazoliumSalt,93.77,10.1007/s10565-011-9191-9,82,,39.7,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2662,Al2O3,Sphere,,Commercial,Positive,267.0,36.3,50000.0,H,Human,Heart,Epithelial,Adult,24,1.0,MTT,TetrazoliumSalt,97.377,10.1007/s10565-011-9191-9,82,,39.7,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2663,Al2O3,Sphere,,Commercial,Positive,267.0,36.3,50000.0,H,Human,Heart,Epithelial,Adult,24,5.0,MTT,TetrazoliumSalt,94.426,10.1007/s10565-011-9191-9,82,,39.7,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2664,Al2O3,Sphere,,Commercial,Positive,267.0,36.3,50000.0,H,Human,Heart,Epithelial,Adult,24,10.0,MTT,TetrazoliumSalt,95.738,10.1007/s10565-011-9191-9,82,,39.7,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2665,Al2O3,Sphere,,Commercial,Positive,267.0,36.3,50000.0,H,Human,Heart,Epithelial,Adult,24,20.0,MTT,TetrazoliumSalt,91.803,10.1007/s10565-011-9191-9,82,,39.7,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2666,Al2O3,Sphere,,Commercial,Positive,267.0,36.3,50000.0,H,Human,Heart,Epithelial,Adult,24,50.0,MTT,TetrazoliumSalt,91.803,10.1007/s10565-011-9191-9,82,,39.7,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2667,Al2O3,Sphere,,Commercial,Positive,267.0,36.3,50000.0,H,Human,Heart,Epithelial,Adult,24,100.0,MTT,TetrazoliumSalt,82.295,10.1007/s10565-011-9191-9,82,,39.7,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2668,CuO,Sphere,,Commercial,Positive,239.0,42.8,50000.0,H,Human,Heart,Epithelial,Adult,24,0.001,MTT,TetrazoliumSalt,95.738,10.1007/s10565-011-9191-9,82,,46.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2669,CuO,Sphere,,Commercial,Positive,239.0,42.8,50000.0,H,Human,Heart,Epithelial,Adult,24,0.01,MTT,TetrazoliumSalt,99.672,10.1007/s10565-011-9191-9,82,,46.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2670,CuO,Sphere,,Commercial,Positive,239.0,42.8,50000.0,H,Human,Heart,Epithelial,Adult,24,0.1,MTT,TetrazoliumSalt,95.082,10.1007/s10565-011-9191-9,82,,46.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2671,CuO,Sphere,,Commercial,Positive,239.0,42.8,50000.0,H,Human,Heart,Epithelial,Adult,24,1.0,MTT,TetrazoliumSalt,96.066,10.1007/s10565-011-9191-9,82,,46.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2672,CuO,Sphere,,Commercial,Positive,239.0,42.8,50000.0,H,Human,Heart,Epithelial,Adult,24,5.0,MTT,TetrazoliumSalt,74.754,10.1007/s10565-011-9191-9,82,,46.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2673,CuO,Sphere,,Commercial,Positive,239.0,42.8,50000.0,H,Human,Heart,Epithelial,Adult,24,10.0,MTT,TetrazoliumSalt,42.951,10.1007/s10565-011-9191-9,82,,46.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2674,CuO,Sphere,,Commercial,Positive,239.0,42.8,50000.0,H,Human,Heart,Epithelial,Adult,24,20.0,MTT,TetrazoliumSalt,14.426,10.1007/s10565-011-9191-9,82,,46.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2675,CuO,Sphere,,Commercial,Positive,239.0,42.8,50000.0,H,Human,Heart,Epithelial,Adult,24,50.0,MTT,TetrazoliumSalt,12.787,10.1007/s10565-011-9191-9,82,,46.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2676,CuO,Sphere,,Commercial,Positive,239.0,42.8,50000.0,H,Human,Heart,Epithelial,Adult,24,100.0,MTT,TetrazoliumSalt,12.787,10.1007/s10565-011-9191-9,82,,46.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2677,ZnO,Sphere,,Commercial,Positive,310.0,32.7,50000.0,H,Human,Heart,Epithelial,Adult,24,0.001,MTT,TetrazoliumSalt,92.131,10.1007/s10565-011-9191-9,82,,45.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2678,ZnO,Sphere,,Commercial,Positive,310.0,32.7,50000.0,H,Human,Heart,Epithelial,Adult,24,0.01,MTT,TetrazoliumSalt,97.705,10.1007/s10565-011-9191-9,82,,45.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2679,ZnO,Sphere,,Commercial,Positive,310.0,32.7,50000.0,H,Human,Heart,Epithelial,Adult,24,0.1,MTT,TetrazoliumSalt,96.066,10.1007/s10565-011-9191-9,82,,45.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2680,ZnO,Sphere,,Commercial,Positive,310.0,32.7,50000.0,H,Human,Heart,Epithelial,Adult,24,1.0,MTT,TetrazoliumSalt,97.049,10.1007/s10565-011-9191-9,82,,45.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2681,ZnO,Sphere,,Commercial,Positive,310.0,32.7,50000.0,H,Human,Heart,Epithelial,Adult,24,5.0,MTT,TetrazoliumSalt,71.475,10.1007/s10565-011-9191-9,82,,45.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2682,ZnO,Sphere,,Commercial,Positive,310.0,32.7,50000.0,H,Human,Heart,Epithelial,Adult,24,10.0,MTT,TetrazoliumSalt,60.984,10.1007/s10565-011-9191-9,82,,45.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2683,ZnO,Sphere,,Commercial,Positive,310.0,32.7,50000.0,H,Human,Heart,Epithelial,Adult,24,20.0,MTT,TetrazoliumSalt,42.623,10.1007/s10565-011-9191-9,82,,45.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2684,ZnO,Sphere,,Commercial,Positive,310.0,32.7,50000.0,H,Human,Heart,Epithelial,Adult,24,50.0,MTT,TetrazoliumSalt,27.869,10.1007/s10565-011-9191-9,82,,45.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2685,ZnO,Sphere,,Commercial,Positive,310.0,32.7,50000.0,H,Human,Heart,Epithelial,Adult,24,100.0,MTT,TetrazoliumSalt,21.639,10.1007/s10565-011-9191-9,82,,45.3,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2686,Fe3O4,Sphere,,Commercial,Negative,957.0,-8.2,50000.0,H,Human,Heart,Epithelial,Adult,24,0.001,MTT,TetrazoliumSalt,95.738,10.1007/s10565-011-9191-9,82,,42.5,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2687,Fe3O4,Sphere,,Commercial,Negative,957.0,-8.2,50000.0,H,Human,Heart,Epithelial,Adult,24,0.01,MTT,TetrazoliumSalt,96.721,10.1007/s10565-011-9191-9,82,,42.5,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2688,Fe3O4,Sphere,,Commercial,Negative,957.0,-8.2,50000.0,H,Human,Heart,Epithelial,Adult,24,0.1,MTT,TetrazoliumSalt,98.033,10.1007/s10565-011-9191-9,82,,42.5,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2689,Fe3O4,Sphere,,Commercial,Negative,957.0,-8.2,50000.0,H,Human,Heart,Epithelial,Adult,24,1.0,MTT,TetrazoliumSalt,93.77,10.1007/s10565-011-9191-9,82,,42.5,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2690,Fe3O4,Sphere,,Commercial,Negative,957.0,-8.2,50000.0,H,Human,Heart,Epithelial,Adult,24,5.0,MTT,TetrazoliumSalt,88.525,10.1007/s10565-011-9191-9,82,,42.5,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2691,Fe3O4,Sphere,,Commercial,Negative,957.0,-8.2,50000.0,H,Human,Heart,Epithelial,Adult,24,10.0,MTT,TetrazoliumSalt,88.852,10.1007/s10565-011-9191-9,82,,42.5,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2692,Fe3O4,Sphere,,Commercial,Negative,957.0,-8.2,50000.0,H,Human,Heart,Epithelial,Adult,24,20.0,MTT,TetrazoliumSalt,92.131,10.1007/s10565-011-9191-9,82,,42.5,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2693,Fe3O4,Sphere,,Commercial,Negative,957.0,-8.2,50000.0,H,Human,Heart,Epithelial,Adult,24,50.0,MTT,TetrazoliumSalt,92.131,10.1007/s10565-011-9191-9,82,,42.5,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2694,Fe3O4,Sphere,,Commercial,Negative,957.0,-8.2,50000.0,H,Human,Heart,Epithelial,Adult,24,100.0,MTT,TetrazoliumSalt,89.508,10.1007/s10565-011-9191-9,82,,42.5,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2695,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,24,0.001,MTT,TetrazoliumSalt,98.689,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2696,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,24,0.01,MTT,TetrazoliumSalt,100.66,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2697,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,24,0.1,MTT,TetrazoliumSalt,92.787,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2698,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,24,1.0,MTT,TetrazoliumSalt,95.738,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2699,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,24,5.0,MTT,TetrazoliumSalt,91.148,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2700,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,24,10.0,MTT,TetrazoliumSalt,92.787,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2701,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,24,20.0,MTT,TetrazoliumSalt,89.18,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
2702,Fe3O4,Sphere,,Commercial,Positive,1025.0,1.7,50000.0,H,Human,Heart,Epithelial,Adult,24,50.0,MTT,TetrazoliumSalt,89.18,10.1007/s10565-011-9191-9,82,,46.8,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
