name,np_shell_2,np_hydro_size,xrd_scherrer_size,zfc_h_meas,htherm_sar,mri_r1,mri_r2,emic_size,instrument,core_shell_formula,np_core,np_shell,space_group_core,space_group_shell,squid_h_max,fc_field_T,squid_temperature,squid_sat_mag,coercivity,squid_rem_mag,exchange_bias_shift_Oe,vertical_loop_shift_M_vsl_emu_g,hc_kOe,doi,pdf,supp,journal,publisher,year,title,access,verification required,verified_by,verification_date,has_mistake_in_matadata,comment,article_name_folder,supp_info_name_folder,pdf_file,pdf_downloaded
,,,89.0,,,,,,,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,0,pnma,0,70.0,5.0,50.0,13.44,2142.85,3.33,,0.0,50.0,10.1039/d2ra04454d,d2ra04454d.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2022,Exchange bias and magnetic memory effect in hole doped Nd<sub>0.78</sub>Sr<sub>0.22</sub>CoO<sub>3</sub>nanoparticles,1.0,,,,,,dataset3_46,0,data/pdfs/pdf_nanomag/d2ra04454d.pdf,True
,,,,,,,,,,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,0,pnma,0,70.0,5.0,75.0,10.1,2144.5,3.768,,0.0,50.0,10.1039/d2ra04454d,d2ra04454d.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2022,Exchange bias and magnetic memory effect in hole doped Nd<sub>0.78</sub>Sr<sub>0.22</sub>CoO<sub>3</sub>nanoparticles,1.0,,,,,,dataset3_46,0,data/pdfs/pdf_nanomag/d2ra04454d.pdf,True
,,,89.0,,,,,,,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,0,pnma,0,70.0,5.0,100.0,8.6,1458.4,3.768,0.0,0.0,50.0,10.1039/d2ra04454d,d2ra04454d.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2022,Exchange bias and magnetic memory effect in hole doped Nd<sub>0.78</sub>Sr<sub>0.22</sub>CoO<sub>3</sub>nanoparticles,1.0,,,,,,dataset3_46,0,data/pdfs/pdf_nanomag/d2ra04454d.pdf,True
,,,22.0,,,,,,SQUID,Fe3O4/MgO,Fe3O4,MgO,fd-3m,fm-3m,20.0,5.0,5.0,38.4,5491.0,12.549,0.0,0.0,50.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,22.0,,,,,,SQUID,Fe3O4/MgO,Fe3O4,MgO,fd-3m,fm-3m,20.0,0.0,25.0,30.17,5033.95,15.932,0.0,0.0,0.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,22.0,,,,,,SQUID,Fe3O4/MgO,Fe3O4,MgO,fd-3m,fm-3m,20.0,0.0,50.0,30.5,3534.0,14.9,0.0,0.0,0.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,22.0,,,,,,SQUID,Fe3O4/MgO,Fe3O4,MgO,fd-3m,fm-3m,20.0,0.0,75.0,30.5,2746.15,13.9,0.0,0.0,0.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,22.0,,,,,,SQUID,Fe3O4/MgO,Fe3O4,MgO,fd-3m,fm-3m,20.0,0.0,100.0,30.0,2161.55,12.288,-827.586,0.0,0.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,22.0,,,,,,SQUID,Fe3O4/MgO,Fe3O4,MgO,fd-3m,fm-3m,20.0,0.0,125.0,30.25,1525.8,11.61,0.0,0.0,0.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,22.0,,,,,,SQUID,Fe3O4/MgO,Fe3O4,MgO,fd-3m,fm-3m,20.0,0.0,150.0,30.339,941.295,10.763,-1355.93,0.0,0.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,22.0,,,,,,SQUID,Fe3O4/MgO,Fe3O4,MgO,fd-3m,fm-3m,20.0,0.0,200.0,29.32,457.615,9.326,0.0,0.0,0.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,22.0,,,,,,SQUID,Fe3O4/MgO,Fe3O4,MgO,fd-3m,fm-3m,20.0,0.0,250.0,27.967,,6.5,2068.9,0.0,0.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,22.0,,,,,,SQUID,Fe3O4/MgO,Fe3O4,CoFe2O4,fd-3m,fm-3m,20.0,0.0,300.0,26.187,,6.0,0.0,0.0,0.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,,,,,,,SQUID,Fe3O4/MgO/CoFe2O4,Fe3O4,CoFe2O4,fd-3m,fm-3m,20.0,5.0,5.0,32.9,6785.7825,22.82,0.0,0.0,50.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,,,,,,,SQUID,Fe3O4/MgO/CoFe2O4,Fe3O4,CoFe2O4,fd-3m,fm-3m,20.0,1.0,25.0,30.85,5255.674,20.17,0.0,0.0,10.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,,,,,,,SQUID,Fe3O4/MgO/CoFe2O4,Fe3O4,CoFe2O4,fd-3m,fm-3m,20.0,1.0,50.0,31.538,3724.686,16.4,0.0,0.0,10.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,,,,,,,SQUID,Fe3O4/MgO/CoFe2O4,Fe3O4,CoFe2O4,fd-3m,fm-3m,20.0,5.0,75.0,30.427,2882.653,15.213,2847.4576,0.0,50.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,,,,,,,SQUID,Fe3O4/MgO/CoFe2O4,Fe3O4,CoFe2O4,fd-3m,fm-3m,20.0,1.0,100.0,30.34,2168.6,13.675,0.0,0.0,10.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,,,,,,,SQUID,Fe3O4/MgO/CoFe2O4,Fe3O4,CoFe2O4,fd-3m,fm-3m,20.0,1.0,125.0,30.3,1505.05,12.393,-22.0,0.0,10.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,,,,,,,SQUID,Fe3O4/MgO/CoFe2O4,Fe3O4,CoFe2O4,fd-3m,fm-3m,20.0,5.0,150.0,30.17,944.54,11.368,-45.0,0.0,50.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,,,,,,,SQUID,Fe3O4/MgO/CoFe2O4,Fe3O4,CoFe2O4,fd-3m,fm-3m,20.0,5.0,200.0,29.144,433.5,7.752,-43.0,0.0,50.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
,,,,,,,,,SQUID,Fe3O4/MgO/CoFe2O4,Fe3O4,CoFe2O4,fd-3m,fm-3m,20.0,1.0,250.0,27.606,0.0,9.061,-62.0,0.0,10.0,10.1039/d2tc03144b,d2tc03144b.pdf,d2tc03144b_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_47,dataset3_47_supp,data/pdfs/pdf_nanomag/d2tc03144b.pdf,True
bismuth iron oxide,,,22.0,,,,,,,BiFeO3,BiFeO3,0,r3c,0,20.0,2.0,300.0,1.5745,239.34,0.079,-124.14,0.079,20.0,10.1063/5.0015339,5.0015339.pdf,5.0015339_SI.pdf,APL Materials,AIP Publishing,2020,Large structure-dependent room temperature exchange bias in self-assembled BiFeO3 nanoparticles,1.0,,,,,,dataset3_56,dataset3_56_supp,data/pdfs/pdf_nanomag/5.0015339.pdf,True
bismuth iron oxide,,,25.0,,,,,,,BiFeO3,BiFeO3,0,r3c,0,20.0,2.0,300.0,1.585,1135.5,0.117,-123.24,0.092,20.0,10.1063/5.0015339,5.0015339.pdf,5.0015339_SI.pdf,APL Materials,AIP Publishing,2020,Large structure-dependent room temperature exchange bias in self-assembled BiFeO3 nanoparticles,1.0,,,,,,dataset3_56,dataset3_56_supp,data/pdfs/pdf_nanomag/5.0015339.pdf,True
bismuth iron oxide,,,35.0,,,,,,,BiFeO3,BiFeO3,0,r3c,0,20.0,2.0,300.0,1.1835,1041.71,0.119,-148.595,0.047,20.0,10.1063/5.0015339,5.0015339.pdf,5.0015339_SI.pdf,APL Materials,AIP Publishing,2020,Large structure-dependent room temperature exchange bias in self-assembled BiFeO3 nanoparticles,1.0,,,,,,dataset3_56,dataset3_56_supp,data/pdfs/pdf_nanomag/5.0015339.pdf,True
,,,27.0,,,,,,"magnetometer of Quantum Design (MPMS, XL)",Co/Co3O4,Co,Co3O4,fm-3m,fd-3m,20.0,1.0,5.0,122.0,569.343,34.375,0.0,12.0,10.0,10.1103/physrevb.94.184410,physrevb.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_74,0,data/pdfs/pdf_nanomag/physrevb.94.184410.pdf,True
,,,27.0,,,,,,"magnetometer of Quantum Design (MPMS, XL)",Co/Co3O4,Co,Co3O4,fm-3m,fd-3m,20.0,1.0,5.0,116.0,583.34,32.07,,6.25,10.0,10.1103/physrevb.94.184410,physrevb.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_74,0,data/pdfs/pdf_nanomag/physrevb.94.184410.pdf,True
,,,27.0,,,,,,"magnetometer of Quantum Design (MPMS, XL)",Co/Co3O4,Co,Co3O4,fm-3m,fd-3m,20.0,1.0,5.0,105.0,626.8,32.9245,-5.3,6.031,10.0,10.1103/physrevb.94.184410,physrevb.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_74,0,data/pdfs/pdf_nanomag/physrevb.94.184410.pdf,True
,,,27.0,,,,,,"magnetometer of Quantum Design (MPMS, XL)",Co/Co3O4,Co,Co3O4,fm-3m,fd-3m,20.0,1.0,5.0,90.42,738.96,27.919,1.022,5.931,10.0,10.1103/physrevb.94.184410,physrevb.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_74,0,data/pdfs/pdf_nanomag/physrevb.94.184410.pdf,True
,,,27.0,,,,,,"magnetometer of Quantum Design (MPMS, XL)",Co/Co3O4,Co,Co3O4,fm-3m,fd-3m,20.0,1.0,5.0,56.9,724.638,15.923,,3.5,10.0,10.1103/physrevb.94.184410,physrevb.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_74,0,data/pdfs/pdf_nanomag/physrevb.94.184410.pdf,True
,,,27.0,,,,,,"magnetometer of Quantum Design (MPMS, XL)",Co/Co3O4,Co,Co3O4,fm-3m,fd-3m,20.0,1.0,5.0,32.0,631.58,6.5,9.41,0.8,10.0,10.1103/physrevb.94.184410,physrevb.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_74,0,data/pdfs/pdf_nanomag/physrevb.94.184410.pdf,True
,,,27.0,,,,,,"magnetometer of Quantum Design (MPMS, XL)",Co/Co3O4,Co,Co3O4,fm-3m,fd-3m,20.0,1.0,5.0,9.55,222.0,0.6875,-84.7,0.1125,10.0,10.1103/physrevb.94.184410,physrevb.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_74,0,data/pdfs/pdf_nanomag/physrevb.94.184410.pdf,True
,,,27.0,,,,,,"magnetometer of Quantum Design (MPMS, XL)",Co/Co3O4,Co,Co3O4,fm-3m,fd-3m,20.0,1.0,5.0,4.6,194.724,0.191,-71.36,0.032,10.0,10.1103/physrevb.94.184410,physrevb.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_74,0,data/pdfs/pdf_nanomag/physrevb.94.184410.pdf,True
,,,27.0,,,,,,"magnetometer of Quantum Design (MPMS, XL)",Co/Co3O4,Co,Co3O4,fm-3m,fd-3m,20.0,1.0,5.0,3.0,265.0,0.051,-64.764,0.005,10.0,10.1103/physrevb.94.184410,physrevb.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_74,0,data/pdfs/pdf_nanomag/physrevb.94.184410.pdf,True
,,,,,,,,,MPMS Evercool,Fe2O3,Fe2O3,0,p4132,0,50.0,5.0,5.0,,11898.92,26.621,-0.659,0.0,50.0,10.21203/rs.3.rs-3848974/v1,v1.pdf,v1_SI.pdf,,Springer Science and Business Media LLC,2024,Non-Exchange Bias in Soft-Hard Nanoparticle Composites,1.0,,,,,,dataset3_76,dataset3_76_supp,data/pdfs/pdf_nanomag/v1.pdf,True
,,,,,,,,,MPMS Evercool,Co/Fe2O3,Co,Fe2O3,p63/mmc,p4132,50.0,5.0,5.0,,8798.29,26.621,,0.0,50.0,10.21203/rs.3.rs-3848974/v1,v1.pdf,v1_SI.pdf,,Springer Science and Business Media LLC,2024,Non-Exchange Bias in Soft-Hard Nanoparticle Composites,1.0,,,,,,dataset3_76,dataset3_76_supp,data/pdfs/pdf_nanomag/v1.pdf,True
,,,,,,,,,MPMS Evercool,Co/Fe2O3,Co,Fe2O3,p63/mmc,p4132,50.0,5.0,5.0,,1634.436,25.577,,0.0,50.0,10.21203/rs.3.rs-3848974/v1,v1.pdf,v1_SI.pdf,,Springer Science and Business Media LLC,2024,Non-Exchange Bias in Soft-Hard Nanoparticle Composites,1.0,,,,,,dataset3_76,dataset3_76_supp,data/pdfs/pdf_nanomag/v1.pdf,True
,,,,,,,,,MPMS Evercool,Co/Fe2O3,Co,Fe2O3,p63/mmc,p4132,50.0,5.0,5.0,,873.4,22.55,,0.0,50.0,10.21203/rs.3.rs-3848974/v1,v1.pdf,v1_SI.pdf,,Springer Science and Business Media LLC,2024,Non-Exchange Bias in Soft-Hard Nanoparticle Composites,1.0,,,,,,dataset3_76,dataset3_76_supp,data/pdfs/pdf_nanomag/v1.pdf,True
,,,30.06,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,8.0,1.0,4.0,30.68,1840.0,22.4,-56.0,0.0,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,8.0,1.0,4.0,27.55,1793.0,9.75,-60.146,0.0,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,8.0,1.0,4.0,30.11,1600.0,9.9,-180.446,0.0,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,8.0,1.0,4.0,33.06,1520.0,9.629,-533.957,0.0,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,8.0,1.0,4.0,35.4,1440.0,10.2439,-578.9,0.0,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,8.0,1.0,4.0,37.8,1440.0,9.268,,0.0,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,8.0,1.0,4.0,59.78,1360.0,10.3448,,0.0,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,8.0,1.0,4.0,112.416,1191.0,17.78,,0.0,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
