record_id,source_pdf,source_page,source_type,extractor,evidence,name_raw,name_std,smiles_raw,smiles_canonical,inchikey,pubchem_cid,cas,formula,mw,iupac_name,target_raw,assay_type_raw,assay_type_std,organism_raw,organism_std,property,value_raw,unit_raw,value_std,unit_std,conversion_note,validation,validation_detail,dup_group,dup_level,is_primary,conflict_group,conflict_flag,needs_review,review_reason,extracted_at
r_a41d1eda6fed,d2ra06667j.pdf,4,table,table,[p4t1] Yield = Re,Entry,Entry,,,,,,,,,,,,,,yield,Re,,,%,,unverified,name did not resolve,dup_042,1,True,,False,True,unit standardisation: unparseable value; unresolved name (trade name / abbreviation?),2026-06-26T20:28:32+00:00
r_32c52e9a0f6f,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 81,1,1,,,,,,,,,,,,,,yield,81,,81.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '1' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_8454643a6cfe,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 75,2,2,,,,,,,,,,,,,,yield,75,,75.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '2' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_cb0545adf78b,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 80,3,3,,,,,,,,,,,,,,yield,80,,80.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '3' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_888bc6e7950b,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 87,4,4,,,,,,,,,,,,,,yield,87,,87.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '4' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_c3af3021805f,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 82,5,5,,,,,,,,,,,,,,yield,82,,82.0,%,already canonical,unverified,name did not resolve,dup_043,1,True,conf_014,True,True,"compound label '5' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_7c59aa0d4008,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 77,6,6,,,,,,,,,,,,,,yield,77,,77.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '6' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_5783fb9e96e6,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 78,7,7,,,,,,,,,,,,,,yield,78,,78.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '7' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_92ff410f092f,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 83,8,8,,,,,,,,,,,,,,yield,83,,83.0,%,already canonical,unverified,name did not resolve,,,True,conf_015,True,True,"compound label '8' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_8da69ceb909e,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 89,9,9,,,,,,,,,,,,,,yield,89,,89.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '9' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_6cb5f1b37293,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 79,10,10,,,,,,,,,,,,,,yield,79,,79.0,%,already canonical,unverified,name did not resolve,,,True,conf_016,True,True,"compound label '10' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_0aa6d81fbb07,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 80,11,11,,,,,,,,,,,,,,yield,80,,80.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '11' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_b86b01fc3d54,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 85,12,12,,,,,,,,,,,,,,yield,85,,85.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_200729f822ae,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 87,13,13,,,,,,,,,,,,,,yield,87,,87.0,%,already canonical,unverified,name did not resolve,,,True,conf_017,True,True,"compound label '13' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_73b1d030ca0c,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 80,14,14,,,,,,,,,,,,,,yield,80,,80.0,%,already canonical,unverified,name did not resolve,,,True,conf_018,True,True,"compound label '14' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_d7464e349f3b,d2ra06667j.pdf,4,table,table+openchemie,[p4t1] Yield = 76,15,15,[Rf][c]1ccc2nc(-c3c4ccccc4cc4ccccc34)[nH]c2c1,[Rf][c]1ccc2nc(-c3c4ccccc4cc4ccccc34)[nH]c2c1,CZGUDAAECCWOSU-UHFFFAOYSA-N,,,,,,,,,,,yield,76,,76.0,%,already canonical,passed,rdkit canonical,,,True,conf_019,True,True,"structure from OpenChemIE coref (label-matched, verify); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_090a2ce78914,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 84,16,16,,,,,,,,,,,,,,yield,84,,84.0,%,already canonical,unverified,name did not resolve,,,True,conf_020,True,True,"compound label '16' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_c73e694892f7,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 93,17,17,,,,,,,,,,,,,,yield,93,,93.0,%,already canonical,unverified,name did not resolve,,,True,conf_021,True,True,"compound label '17' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_5c3eb06ac90c,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 80,18,18,,,,,,,,,,,,,,yield,80,,80.0,%,already canonical,unverified,name did not resolve,,,True,conf_022,True,True,"compound label '18' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_f9b4263e11da,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 86,19,19,,,,,,,,,,,,,,yield,86,,86.0,%,already canonical,unverified,name did not resolve,,,True,conf_023,True,True,"compound label '19' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_908662d46a43,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 85,20,20,,,,,,,,,,,,,,yield,85,,85.0,%,already canonical,unverified,name did not resolve,,,True,conf_024,True,True,"compound label '20' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_8afd9c9acafa,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 81,21,21,,,,,,,,,,,,,,yield,81,,81.0,%,already canonical,unverified,name did not resolve,,,True,conf_025,True,True,"compound label '21' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_06371790af23,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 79,22,22,,,,,,,,,,,,,,yield,79,,79.0,%,already canonical,unverified,name did not resolve,,,True,conf_026,True,True,"compound label '22' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_2002058e2b40,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 77,23,23,,,,,,,,,,,,,,yield,77,,77.0,%,already canonical,unverified,name did not resolve,,,True,conf_027,True,True,"compound label '23' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_50a7de14f0b3,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 93,24,24,,,,,,,,,,,,,,yield,93,,93.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '24' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_804d88b38fdc,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 87,25,25,,,,,,,,,,,,,,yield,87,,87.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '25' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_4efcf7e602b0,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 85,26,26,,,,,,,,,,,,,,yield,85,,85.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '26' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_dd1db5581b1c,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 84,27,27,,,,,,,,,,,,,,yield,84,,84.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '27' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_dc077f423ebe,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 83,28,28,,,,,,,,,,,,,,yield,83,,83.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '28' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_e18a6ab6bc4e,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 75,29,29,,,,,,,,,,,,,,yield,75,,75.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '29' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_ae4f4533184c,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 83,30,30,,,,,,,,,,,,,,yield,83,,83.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '30' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_a3e246e4b192,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 78,31,31,,,,,,,,,,,,,,yield,78,,78.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '31' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_28d24c966e99,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 82,32,32,,,,,,,,,,,,,,yield,82,,82.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '32' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_b54e859d8d75,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 85,33,33,,,,,,,,,,,,,,yield,85,,85.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '33' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_0f32e51619db,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 86,34,34,,,,,,,,,,,,,,yield,86,,86.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '34' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_b4a9ef116d66,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 85,35,35,,,,,,,,,,,,,,yield,85,,85.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '35' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_741c8d30c621,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 78,36,36,,,,,,,,,,,,,,yield,78,,78.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '36' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_70116c2b6483,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 76,37,37,,,,,,,,,,,,,,yield,76,,76.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '37' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_ae3f8b35bbcd,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 75,38,38,,,,,,,,,,,,,,yield,75,,75.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '38' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_e60c4dc21df2,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 88,39,39,,,,,,,,,,,,,,yield,88,,88.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '39' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_dd0ccdbad520,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 90,40,40,,,,,,,,,,,,,,yield,90,,90.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '40' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_0411211a62d8,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 77,41,41,,,,,,,,,,,,,,yield,77,,77.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '41' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_e445718a572d,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 81,42,42,,,,,,,,,,,,,,yield,81,,81.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '42' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_a39ebe664a60,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 83,43,43,,,,,,,,,,,,,,yield,83,,83.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '43' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_755d3a1c6b52,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 75,44,44,,,,,,,,,,,,,,yield,75,,75.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '44' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_49cb112eb28a,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 77,45,45,,,,,,,,,,,,,,yield,77,,77.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '45' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_ac449f14c391,d2ra06667j.pdf,4,table,table,[p4t1] Yield = 87,46,46,,,,,,,,,,,,,,yield,87,,87.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '46' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_9a23262b8173,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 82,1,1,,,,,,,,,,,,,,yield,82,,82.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '1' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_4a75de4ada38,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 76,2,2,,,,,,,,,,,,,,yield,76,,76.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '2' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_cd444f491516,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 72,3,3,,,,,,,,,,,,,,yield,72,,72.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '3' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_60d5a50ffae3,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 86,4,4,,,,,,,,,,,,,,yield,86,,86.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '4' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_41d8d5042890,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 74,6,6,,,,,,,,,,,,,,yield,74,,74.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '6' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_bbcc34733680,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 76,7,7,,,,,,,,,,,,,,yield,76,,76.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '7' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_06ea65ab59d4,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 70,8,8,,,,,,,,,,,,,,yield,70,,70.0,%,already canonical,unverified,name did not resolve,,,True,conf_015,True,True,"compound label '8' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_93bc6d5372e3,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 82,9,9,,,,,,,,,,,,,,yield,82,,82.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '9' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_d23f8f769f2d,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 78,10,10,,,,,,,,,,,,,,yield,78,,78.0,%,already canonical,unverified,name did not resolve,,,True,conf_016,True,True,"compound label '10' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_796011ffdb41,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 84,11,11,,,,,,,,,,,,,,yield,84,,84.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '11' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_7d13666f3862,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 80,12,12,,,,,,,,,,,,,,yield,80,,80.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12' (needs cross-reference to a structure),2026-06-26T20:28:32+00:00
r_5a92942e571b,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 42,13,13,,,,,,,,,,,,,,yield,42,,42.0,%,already canonical,unverified,name did not resolve,,,True,conf_017,True,True,"compound label '13' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_77d37f534c63,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 41,14,14,,,,,,,,,,,,,,yield,41,,41.0,%,already canonical,unverified,name did not resolve,,,True,conf_018,True,True,"compound label '14' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_4becf845b9b5,d2ra06667j.pdf,5,table,table+openchemie,[p5t1] Yield = 42,15,15,[Rf][c]1ccc2nc(-c3c4ccccc4cc4ccccc34)[nH]c2c1,[Rf][c]1ccc2nc(-c3c4ccccc4cc4ccccc34)[nH]c2c1,CZGUDAAECCWOSU-UHFFFAOYSA-N,,,,,,,,,,,yield,42,,42.0,%,already canonical,passed,rdkit canonical,,,True,conf_019,True,True,"structure from OpenChemIE coref (label-matched, verify); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_9e2242779cba,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 45,16,16,,,,,,,,,,,,,,yield,45,,45.0,%,already canonical,unverified,name did not resolve,,,True,conf_020,True,True,"compound label '16' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_60e52645c40c,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 43,17,17,,,,,,,,,,,,,,yield,43,,43.0,%,already canonical,unverified,name did not resolve,,,True,conf_021,True,True,"compound label '17' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_8e5eaf207beb,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 44,18,18,,,,,,,,,,,,,,yield,44,,44.0,%,already canonical,unverified,name did not resolve,,,True,conf_022,True,True,"compound label '18' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_842a235071de,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 42,19,19,,,,,,,,,,,,,,yield,42,,42.0,%,already canonical,unverified,name did not resolve,,,True,conf_023,True,True,"compound label '19' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_cb5526ab374e,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 43,20,20,,,,,,,,,,,,,,yield,43,,43.0,%,already canonical,unverified,name did not resolve,,,True,conf_024,True,True,"compound label '20' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_2e8885991c47,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 39,21,21,,,,,,,,,,,,,,yield,39,,39.0,%,already canonical,unverified,name did not resolve,,,True,conf_025,True,True,"compound label '21' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_c4c67112cbb7,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 35,22,22,,,,,,,,,,,,,,yield,35,,35.0,%,already canonical,unverified,name did not resolve,,,True,conf_026,True,True,"compound label '22' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_2d52da431d46,d2ra06667j.pdf,5,table,table,[p5t1] Yield = 36,23,23,,,,,,,,,,,,,,yield,36,,36.0,%,already canonical,unverified,name did not resolve,,,True,conf_027,True,True,"compound label '23' (needs cross-reference to a structure); value conflict on yield (kept as metadata, not averaged)",2026-06-26T20:28:32+00:00
r_6578e46c603b,intechopen.108949.pdf,,text,regex,*(XXV)** effectively inhibited tumour growth with IC50 value 7.54 μM [42],(XXV),XXV,,C[C@@H]1COCCN1c1cc(C2(S(N)(=O)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,XKCQCSLVYCUDFM-GFCCVEGCSA-N,155937488,,C19H22N6O3S,414.5,"1-[6-[(3R)-3-methylmorpholin-4-yl]-2-(1H-pyrrolo[2,3-b]pyridin-4-yl)pyrimidin-4-yl]cyclopropane-1-sulfonamide",,,,,,IC50,7.54,μM,7540.0,nM,1 μM = 1000 nM,passed,pubchem name resolution,,,True,,False,False,,2026-06-26T20:28:38+00:00
r_256828f7cb6a,intechopen.108949.pdf,,text,regex,ial activity against _M. tuberculosis H37Rv_ with MIC >100 μM and,,,,,,,,,,,,,,,,MIC,100,μM,100000.0,nM,1 μM = 1000 nM,unverified,,,,True,,False,True,measurement without attached compound,2026-06-26T20:28:38+00:00
r_206ed8c7c276,intechopen.108949.pdf,,text,regex,vity**| |---|---|---| |(XVII)|Anticancer activity|IC50=0.06–0.2μM| |(L,Activity,Activity,,,,,,,,,,,,,,IC50,0.06–0.2,μM,130.0,nM,1 μM = 1000 nM,unverified,name did not resolve,,,True,,False,True,value note: range; unresolved name (trade name / abbreviation?),2026-06-26T20:28:38+00:00
r_8668b2c1cd18,intechopen.108949.pdf,,text,regex,|MIC = 1.56μg/mL| |(LXIV)|Antiplasmodial activity|IC50= 0.151μM| |(L,,,,,,,,,,,,,,,,IC50,0.151,μM,151.0,nM,1 μM = 1000 nM,unverified,,,,True,,False,True,measurement without attached compound,2026-06-26T20:28:38+00:00
r_0c6bf4d34bd8,intechopen.108949.pdf,,text,regex,|IC50= 0.151μM| |(LXVI)|Antitrypanosomal activity|IC50= 1.98μM| |(L,,,,,,,,,,,,,,,,IC50,1.98,μM,1980.0,nM,1 μM = 1000 nM,unverified,,,,True,,False,True,measurement without attached compound,2026-06-26T20:28:38+00:00
r_a5e43a39cf78,intechopen.108949.pdf,,text,opsin:text,"et al. Benzimidazole tethered pyrrolo[3,4-b]quinoline with broadspectrum activity a","pyrrolo[3,4-b]quinoline","pyrrolo[3,4-b]quinoline",C1=NC=C2NC=3C=CC=CC3C=C21,c1ccc2[nH]c3cncc-3cc2c1,WUCIMUWUAXJBRW-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:28:38+00:00
r_8f21df5c05da,intechopen.108949.pdf,,text,opsin:text,"sed benzimidazo-2-ylamides of 4-hydroxy-2oxo-1,2-dihydroquinoline-3-carboxylic acids ( **Figure 23** ). The","4-hydroxy-2oxo-1,2-dihydroquinoline-3-carboxylic","4-hydroxy-2oxo-1,2-dihydroquinoline-3-carboxylic",OC1=C(C(NC2=CC=CC=C12)=O)C(=O)O,O=C(O)c1c(O)c2ccccc2[nH]c1=O,JEBJIWLJHQOTIA-UHFFFAOYSA-N,1096358,,C10H7NO4,205.17,2-hydroxy-4-oxo-1H-quinoline-3-carboxylic acid,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:28:38+00:00
r_72f8a95e8b18,intechopen.108949.pdf,,text,opsin:text,"ic acid, ferrous sulfate, and nitrobenzene. The result and discussion sh",nitrobenzene,nitrobenzene,[N+](=O)([O-])C1=CC=CC=C1,O=[N+]([O-])c1ccccc1,LQNUZADURLCDLV-UHFFFAOYSA-N,7416,98-95-3,C6H5NO2,123.11,nitrobenzene,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:28:38+00:00
r_83c56ce39d5e,intechopen.108949.pdf,,text,opsin:text,H _-benzo[_ d _]imidazol-2-yl)quinoline-4-carboxylic acid derivatives._   **Figure,quinoline-4-carboxylic,quinoline-4-carboxylic,N1=CC=C(C2=CC=CC=C12)C(=O)O,O=C(O)c1ccnc2ccccc12,VQMSRUREDGBWKT-UHFFFAOYSA-N,10243,486-74-8,C10H7NO2,173.17,quinoline-4-carboxylic acid,,,,,,,,,,,,passed,rdkit canonical,dup_044,2,True,,False,False,,2026-06-26T20:28:38+00:00
r_dd00f0a48e46,intechopen.108949.pdf,,text,opsin:text,"f novel benzimidazo[1,2- _a_ ]quinoline-6-carbonitriles derivatives ( **Figure 1** )",quinoline-6-carbonitrile,quinoline-6-carbonitrile,N1=CC=CC2=CC(=CC=C12)C#N,N#Cc1ccc2ncccc2c1,NIFLNJLWZZABMI-UHFFFAOYSA-N,592995,23395-72-4,C10H6N2,154.17,quinoline-6-carbonitrile,,,,,,,,,,,,passed,rdkit canonical,dup_045,2,True,,False,False,,2026-06-26T20:28:38+00:00
r_9f57509040dc,intechopen.108949.pdf,,text,opsin:text,quinoline benzimidazole,quinoline benzimidazole,quinoline benzimidazole,N1=CNC2=C1C=CC=C2.N2=CC=CC1=CC=CC=C21,c1ccc2[nH]cnc2c1.c1ccc2ncccc2c1,GEJVGFCMKRDIAC-UHFFFAOYSA-N,66680130,,C16H13N3,247.29,1H-benzimidazole;quinoline,,,,,,,,,,,,passed,rdkit canonical,dup_046,2,True,,False,False,,2026-06-26T20:28:38+00:00
r_b46a859d7875,intechopen.108949.pdf,,text,opsin:text,"hesis of novel quinolinefused Azeto[1,2-a]benzimidazole analogs via intramolecular Pd","Azeto[1,2-a]benzimidazole","Azeto[1,2-a]benzimidazole",C1=CC2=NC3=C(N21)C=CC=C3,C1=Cn2c1nc1ccccc12,NKMZJBLSSZSBPV-UHFFFAOYSA-N,45078389,49689-23-8,C9H6N2,142.16,"azeto[1,2-a]benzimidazole",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:28:38+00:00
r_3b69d9a8bd94,intechopen.108949.pdf,,text,opsin:text,and 20 mol% of BF3O(C2H5)2 in dichloroethane. The arylimines were obtained,dichloroethane,dichloroethane,ClC(C)Cl,CC(Cl)Cl,SCYULBFZEHDVBN-UHFFFAOYSA-N,6365,75-34-3,C2H4Cl2,98.96,"1,1-dichloroethane",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:28:38+00:00
r_f5f40f89bc29,intechopen.108949.pdf,,text,opsin:text,"ogical activities. Similarly, quinoline is also a versatile bicyclic",quinoline,quinoline,N1=CC=CC2=CC=CC=C12,c1ccc2ncccc2c1,SMWDFEZZVXVKRB-UHFFFAOYSA-N,7047,91-22-5,C9H7N,129.16,quinoline,,,,,,,,,,,,passed,rdkit canonical,dup_047,2,True,,False,False,,2026-06-26T20:28:38+00:00
r_a76e5f7cd2e1,intechopen.108949.pdf,,text,opsin:text,iscovery of a quinoline-based phenyl sulfone derivative as an antitrypanos,phenyl sulfone,phenyl sulfone,C1(=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1,O=S(=O)(c1ccccc1)c1ccccc1,KZTYYGOKRVBIMI-UHFFFAOYSA-N,31386,127-63-9,C12H10O2S,218.27,benzenesulfonylbenzene,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:28:38+00:00
r_491db6dfbb74,intechopen.108949.pdf,,text,opsin:text,corporated benzimidazole from aniline and isatin via the multistep,aniline,aniline,NC1=CC=CC=C1,Nc1ccccc1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,6115,62-53-3,C6H7N,93.13,aniline,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:28:38+00:00
