domain,pdf,doi,status,reason,saved_path,source_url
seltox,28_10.1371@journal.pone.0224904.pdf,10.1371/journal.pone.0224904,downloaded,downloaded,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0224904&type=printable
seltox,105_journal.pone.0259190.pdf,10.1371/journal.pone.0259190,downloaded,downloaded,data/pdfs/pdf_seltox/105_journal.pone.0259190.pdf,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0259190&type=printable
seltox,103_alekish2018.pdf,10.14202/vetworld.2018.1428-1432,downloaded,downloaded,data/pdfs/pdf_seltox/103_alekish2018.pdf,http://www.veterinaryworld.org/Vol.11/October-2018/11.pdf
seltox,34_abo-shama2020.pdf,10.2147/IDR.S234425,downloaded,downloaded,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,https://www.dovepress.com/article/download/51638
seltox,36_chopade2012.pdf,10.2147/IJN.S24793,failed,http_404,,
seltox,37_chopade2013.pdf,10.2147/IJN.S48913,failed,not_pdf:text/html; charset=UTF-8,,
seltox,16_IJN-49284-combined-efficacy-of-biologically-synthesized-silver-nanopar_081913.pdf,10.2147/IJN.S49284,failed,not_pdf:text/html; charset=UTF-8,,
seltox,38_NMRJ_Volume 5_Issue 1_Pages 44-54.pdf,10.22034/nmrj.2020.01.006,failed,no_oa_url,,
seltox,98_ijpr-19-70.pdf,10.22037/ijpr.2019.15578.13190,failed,no_oa_url,,
seltox,108_JPAM_Vol_15_Issue4_p_1907-1914.pdf,10.22207/ JPAM.15.4.12,failed,no_oa_url,,
seltox,210_JPAM_Vol_15_Issue4_p_1907-1914.pdf,10.22207/JPAM.15.4.12,downloaded,downloaded,data/pdfs/pdf_seltox/210_JPAM_Vol_15_Issue4_p_1907-1914.pdf,https://microbiologyjournal.org/download/52954/
seltox,214_JMedLife-14-823.pdf,10.25122/jml-2021-0270,failed,not_pdf:text/html; charset=utf-8,,
seltox,93_green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.pdf,10.26502/jnr.2688-8521008,failed,not_pdf:text/html; charset=utf-8,,
seltox,125_848.pdf,10.2741/E848,failed,no_oa_url,,
seltox,127_1-s2.0-S0022030221000254-main.pdf,10.3168/jds.2020-19049,failed,http_403,,
seltox,211_fbioe-10-820218.pdf,10.3389/fbioe.2022.820218,failed,not_pdf:text/html; charset=utf-8,,
seltox,12_patra2017.pdf,10.3389/fmicb.2017.00167,downloaded,downloaded,data/pdfs/pdf_seltox/12_patra2017.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/pdf
seltox,13_pompilio2018.pdf,10.3389/fmicb.2018.01349,failed,not_pdf:text/html; charset=utf-8,,
seltox,15_fmicb-13-929491.pdf,10.3389/fmicb.2022.929491,downloaded,downloaded,data/pdfs/pdf_seltox/15_fmicb-13-929491.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2022.929491/pdf
seltox,4_antibiotics-11-01219-v2.pdf,10.3390/antibiotics11091219,failed,not_pdf:text/html; charset=utf-8,,
seltox,107_molecules-26-06140-v4.pdf,10.3390/molecules26206140,failed,not_pdf:text/html; charset=utf-8,,
seltox,24_swolana2020.pdf,10.3390/nano10051010,failed,not_pdf:text/html; charset=utf-8,,
seltox,99_10.3390@nano10081614.pdf,10.3390/nano10081614,failed,not_pdf:text/html; charset=utf-8,,
seltox,188_nanomaterials-08-00586-v2.pdf,10.3390/nano8080586,failed,not_pdf:text/html; charset=utf-8,,
seltox,29_10.3390@polym13040659.pdf,10.3390/polym13040659,failed,not_pdf:text/html; charset=utf-8,,
seltox,39_PM-13-828.pdf,10.4103/pm.pm_120_17,failed,no_oa_url,,
